"EventID","SpCode","date","gradient","exposure","region","locale","location","sub_locale","habitat","lat","long","season","month","year","temp_c","sal_ppt","mass_g","SpCommon","SpScientific","Family","Order","AtlasRegion"
1,"CHUMSAL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Spring01","Apr",2001,6.5,31,6.6238607010034,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
1,"DOLLY","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Spring01","Apr",2001,6.5,31,1432.54958039171,"Dolly Varden","Salvelinus malma","Salmonidae","Salmoniformes","NI"
1,"GRTSCUL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Spring01","Apr",2001,6.5,31,1193.16216911394,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
1,"BUFSCUL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Spring01","Apr",2001,6.5,31,18.6461970388401,"Buffalo sculpin","Enophrys bison","Cottidae","Scorpaeniformes","NI"
1,"ROCSOLE","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Spring01","Apr",2001,6.5,31,4.82698358185758,"Rock sole","Lepidopsetta spp.","Pleuronectidae","Pleuronectiformes","NI"
1,"STASCUL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Spring01","Apr",2001,6.5,31,207.193915680603,"Pacific staghorn sculpin","Leptocottus armatus","Cottidae","Scorpaeniformes","NI"
1,"STFLOUN","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5008333,-134.7994444,"Spring01","Apr",2001,6.5,31,665.750803207356,"Starry flounder","Platichthys stellatus","Pleuronectidae","Pleuronectiformes","NI"
2,"CHUMSAL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,76.8065911082575,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
2,"TUBEPOA","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,8.14814085075647,"Tubenose poacher","Pallasina barbata","Agonidae","Scorpaeniformes","NI"
2,"BUFSCUL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,28.7856711912999,"Buffalo sculpin","Enophrys bison","Cottidae","Scorpaeniformes","NI"
2,"NSCUL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,55.6754763292873,"Northern sculpin","Icelinus borealis","Cottidae","Scorpaeniformes","NI"
2,"ROCSOLE","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,127.710427213384,"Rock sole","Lepidopsetta spp.","Pleuronectidae","Pleuronectiformes","NI"
2,"GRTSCUL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,878.179397924897,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
2,"PINKSAL","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,41.9847418141183,"Pink salmon","Oncorhynchus gorbuscha","Salmonidae","Salmoniformes","NI"
2,"CREGUNN","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,0.694440090393144,"Crescent gunnel","Pholis laeta","Pholidae","Perciformes","NI"
2,"DOLLY","4/24/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Amalga Harbor","Sand-Gravel",58.5052777,-134.8105555,"Spring01","Apr",2001,6.5,31,109.199215788102,"Dolly Varden","Salvelinus malma","Salmonidae","Salmoniformes","NI"
4,"DOLLY","4/26/2001","MODERATE","EXPOSED","southeastern Alaska","Favorite Channel","Favorite Channel","Eagle Beach","Sand-Gravel",58.5130555,-134.8419444,"Spring01","Apr",2001,6,32,4296.99806355851,"Dolly Varden","Salvelinus malma","Salmonidae","Salmoniformes","NI"
4,"STASCUL","4/26/2001","MODERATE","EXPOSED","southeastern Alaska","Favorite Channel","Favorite Channel","Eagle Beach","Sand-Gravel",58.5130555,-134.8419444,"Spring01","Apr",2001,6,32,152.804845279386,"Pacific staghorn sculpin","Leptocottus armatus","Cottidae","Scorpaeniformes","NI"
5,"DOLLY","4/26/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Gull Island","Kelp",58.5030555,-134.8669444,"Spring01","Apr",2001,6,33,165.789638851234,"Dolly Varden","Salvelinus malma","Salmonidae","Salmoniformes","NI"
5,"CREGUNN","4/26/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Gull Island","Kelp",58.5030555,-134.8669444,"Spring01","Apr",2001,6,33,48.7919779138866,"Crescent gunnel","Pholis laeta","Pholidae","Perciformes","NI"
6,"ASHANNY","4/26/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Gull Island","Kelp",58.5019444,-134.8663888,"Spring01","Apr",2001,6,33,5.28063846793983,"Arctic shanny","Stichaeus punctatus","Stichaeidae","Perciformes","NI"
6,"PINKSAL","4/26/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Gull Island","Kelp",58.5019444,-134.8663888,"Spring01","Apr",2001,6,33,1141.5403075745,"Pink salmon","Oncorhynchus gorbuscha","Salmonidae","Salmoniformes","NI"
6,"CHUMSAL","4/26/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Favorite Channel","Favorite Channel","Gull Island","Kelp",58.5019444,-134.8663888,"Spring01","Apr",2001,6,33,630.989398130374,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
7,"CREGUNN","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.9061111,"Spring01","Apr",2001,6,35,0.661833066234344,"Crescent gunnel","Pholis laeta","Pholidae","Perciformes","NI"
7,"NSCUL","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.9061111,"Spring01","Apr",2001,6,35,101.868603017043,"Northern sculpin","Icelinus borealis","Cottidae","Scorpaeniformes","NI"
7,"ROCSOLE","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.9061111,"Spring01","Apr",2001,6,35,84.8230946535178,"Rock sole","Lepidopsetta spp.","Pleuronectidae","Pleuronectiformes","NI"
7,"CHUMSAL","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.9061111,"Spring01","Apr",2001,6,35,5.89499631943091,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
7,"GRTSCUL","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.9061111,"Spring01","Apr",2001,6,35,222.6520300152,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
8,"RILORD","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.8983333,"Spring01","Apr",2001,6,33,19.286549130357,"Red Irish lord","Hemilepidotus hemilepidotus","Cottidae","Scorpaeniformes","NI"
8,"BUFSCUL","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.8983333,"Spring01","Apr",2001,6,33,16.0521630846742,"Buffalo sculpin","Enophrys bison","Cottidae","Scorpaeniformes","NI"
8,"GRTSCUL","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.8983333,"Spring01","Apr",2001,6,33,242.410929916634,"Great sculpin","Myoxocephalus polyacanthocephalus","Cottidae","Scorpaeniformes","NI"
8,"ROCSOLE","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.8983333,"Spring01","Apr",2001,6,33,61.4982800679375,"Rock sole","Lepidopsetta spp.","Pleuronectidae","Pleuronectiformes","NI"
8,"NSCUL","4/26/2001","FLAT","EXPOSED","southeastern Alaska","Benjamin Island","Lynn Canal","","Sand-Gravel",58.5547222,-134.8983333,"Spring01","Apr",2001,6,33,106.906220292694,"Northern sculpin","Icelinus borealis","Cottidae","Scorpaeniformes","NI"
10,"PINKSAL","4/26/2001","MODERATE","","southeastern Alaska","Benjamin Island","Lynn Canal","North Island","Sand-Gravel",58.57166667,-134.9241667,"Spring01","Apr",2001,6,33,129.694805011914,"Pink salmon","Oncorhynchus gorbuscha","Salmonidae","Salmoniformes","NI"
10,"CREGUNN","4/26/2001","MODERATE","","southeastern Alaska","Benjamin Island","Lynn Canal","North Island","Sand-Gravel",58.57166667,-134.9241667,"Spring01","Apr",2001,6,33,3.27609296969726,"Crescent gunnel","Pholis laeta","Pholidae","Perciformes","NI"
10,"CHUMSAL","4/26/2001","MODERATE","","southeastern Alaska","Benjamin Island","Lynn Canal","North Island","Sand-Gravel",58.57166667,-134.9241667,"Spring01","Apr",2001,6,33,12.2474885705144,"Chum salmon","Oncorhynchus keta","Salmonidae","Salmoniformes","NI"
11,"BUFSCUL","4/27/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Spring01","Apr",2001,6.5,33,113.659500314744,"Buffalo sculpin","Enophrys bison","Cottidae","Scorpaeniformes","NI"
11,"DOLLY","4/27/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Spring01","Apr",2001,6.5,33,4188.13530537785,"Dolly Varden","Salvelinus malma","Salmonidae","Salmoniformes","NI"
11,"SILSCUL","4/27/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Spring01","Apr",2001,6.5,33,9.40979801442825,"Silverspotted sculpin","Blepsias cirrhosus","Hemitripteridae","Scorpaeniformes","NI"
11,"RILORD","4/27/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Spring01","Apr",2001,6.5,33,33.8613136267454,"Red Irish lord","Hemilepidotus hemilepidotus","Cottidae","Scorpaeniformes","NI"
11,"CRESCUL","4/27/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Spring01","Apr",2001,6.5,33,69.437527154752,"Crested sculpin","Blepsias bilobus","Cottidae","Scorpaeniformes","NI"
11,"PINKSAL","4/27/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Spring01","Apr",2001,6.5,33,2.00449197219373,"Pink salmon","Oncorhynchus gorbuscha","Salmonidae","Salmoniformes","NI"
11,"WGREEN","4/27/2001","MODERATE","SEMI-PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.56305,-134.90165,"Spring01","Apr",2001,6.5,33,376.715243462776,"Whitespotted greenling","Hexagrammos stelleri","Hexagrammidae","Scorpaeniformes","NI"
12,"BUFSCUL","4/27/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Spring01","Apr",2001,6,33,116.472128501658,"Buffalo sculpin","Enophrys bison","Cottidae","Scorpaeniformes","NI"
12,"PINKSAL","4/27/2001","MODERATE","PROTECTED","southeastern Alaska","Benjamin Island","Lynn Canal","","Kelp",58.5675,-134.91495,"Spring01","Apr",2001,6,33,535.74833013145,"Pink salmon","Oncorhynchus gorbuscha","Salmonidae","Salmoniformes","NI"
